Relative Path,Modality,Vocal Channel,Emotion,Intensity,Statement,Repetition,Actor,Gender
audio_song/Actor_06/03-02-02-02-01-01-06.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-02-02-01-02-06.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-02-02-02-01-06.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-02-02-02-02-06.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-03-01-01-01-06.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-03-01-01-02-06.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-03-01-02-01-06.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-03-01-02-02-06.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-03-02-01-01-06.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-03-02-01-02-06.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-03-02-02-01-06.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-03-02-02-02-06.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-04-01-01-01-06.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-04-01-01-02-06.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-04-01-02-01-06.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-04-01-02-02-06.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-04-02-01-01-06.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-04-02-01-02-06.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-04-02-02-01-06.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-04-02-02-02-06.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-05-01-01-01-06.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-05-01-01-02-06.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-05-01-02-01-06.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-05-01-02-02-06.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-05-02-01-01-06.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-05-02-01-02-06.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-05-02-02-01-06.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-05-02-02-02-06.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-06-01-01-01-06.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-06-01-01-02-06.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-06-01-02-01-06.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-06-01-02-02-06.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_06/03-02-06-02-01-01-06.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,06,Female
audio_song/Actor_06/03-02-06-02-01-02-06.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,06,Female
audio_song/Actor_06/03-02-06-02-02-01-06.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,06,Female
audio_song/Actor_06/03-02-06-02-02-02-06.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,06,Female
audio_song/Actor_07/03-02-01-01-01-01-07.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-01-01-01-02-07.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-01-01-02-01-07.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-01-01-02-02-07.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-02-01-01-01-07.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-02-01-01-02-07.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-02-01-02-01-07.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-02-01-02-02-07.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-02-02-01-01-07.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-02-02-01-02-07.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-02-02-02-01-07.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-02-02-02-02-07.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-03-01-01-01-07.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-03-01-01-02-07.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-03-01-02-01-07.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-03-01-02-02-07.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-03-02-01-01-07.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-03-02-01-02-07.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-03-02-02-01-07.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-03-02-02-02-07.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-04-01-01-01-07.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-04-01-01-02-07.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-04-01-02-01-07.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-04-01-02-02-07.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-04-02-01-01-07.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-04-02-01-02-07.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-04-02-02-01-07.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-04-02-02-02-07.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-05-01-01-01-07.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-05-01-01-02-07.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-05-01-02-01-07.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-05-01-02-02-07.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-05-02-01-01-07.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-05-02-01-02-07.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-05-02-02-01-07.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-05-02-02-02-07.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-06-01-01-01-07.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-06-01-01-02-07.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-06-01-02-01-07.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-06-01-02-02-07.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_07/03-02-06-02-01-01-07.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,07,Male
audio_song/Actor_07/03-02-06-02-01-02-07.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,07,Male
audio_song/Actor_07/03-02-06-02-02-01-07.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,07,Male
audio_song/Actor_07/03-02-06-02-02-02-07.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,07,Male
audio_song/Actor_08/03-02-01-01-01-01-08.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-01-01-01-02-08.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-01-01-02-01-08.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-01-01-02-02-08.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-02-01-01-01-08.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-02-01-01-02-08.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-02-01-02-01-08.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-02-01-02-02-08.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-02-02-01-01-08.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-02-02-01-02-08.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-02-02-02-01-08.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-02-02-02-02-08.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-03-01-01-01-08.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-03-01-01-02-08.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-03-01-02-01-08.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-03-01-02-02-08.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-03-02-01-01-08.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-03-02-01-02-08.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-03-02-02-01-08.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-03-02-02-02-08.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-04-01-01-01-08.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-04-01-01-02-08.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-04-01-02-01-08.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-04-01-02-02-08.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-04-02-01-01-08.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-04-02-01-02-08.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-04-02-02-01-08.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-04-02-02-02-08.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-05-01-01-01-08.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-05-01-01-02-08.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-05-01-02-01-08.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-05-01-02-02-08.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-05-02-01-01-08.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-05-02-01-02-08.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-05-02-02-01-08.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-05-02-02-02-08.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-06-01-01-01-08.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-06-01-01-02-08.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-06-01-02-01-08.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-06-01-02-02-08.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_08/03-02-06-02-01-01-08.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,08,Female
audio_song/Actor_08/03-02-06-02-01-02-08.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,08,Female
audio_song/Actor_08/03-02-06-02-02-01-08.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,08,Female
audio_song/Actor_08/03-02-06-02-02-02-08.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,08,Female
audio_song/Actor_09/03-02-01-01-01-01-09.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-01-01-01-02-09.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-01-01-02-01-09.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-01-01-02-02-09.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-02-01-01-01-09.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-02-01-01-02-09.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-02-01-02-01-09.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-02-01-02-02-09.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-02-02-01-01-09.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-02-02-01-02-09.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-02-02-02-01-09.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-02-02-02-02-09.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-03-01-01-01-09.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-03-01-01-02-09.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-03-01-02-01-09.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-03-01-02-02-09.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-03-02-01-01-09.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-03-02-01-02-09.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-03-02-02-01-09.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-03-02-02-02-09.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-04-01-01-01-09.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-04-01-01-02-09.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-04-01-02-01-09.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-04-01-02-02-09.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-04-02-01-01-09.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-04-02-01-02-09.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-04-02-02-01-09.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-04-02-02-02-09.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-05-01-01-01-09.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-05-01-01-02-09.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-05-01-02-01-09.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-05-01-02-02-09.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-05-02-01-01-09.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-05-02-01-02-09.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-05-02-02-01-09.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-05-02-02-02-09.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-06-01-01-01-09.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-06-01-01-02-09.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-06-01-02-01-09.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-06-01-02-02-09.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_09/03-02-06-02-01-01-09.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,09,Male
audio_song/Actor_09/03-02-06-02-01-02-09.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,09,Male
audio_song/Actor_09/03-02-06-02-02-01-09.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,09,Male
audio_song/Actor_09/03-02-06-02-02-02-09.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,09,Male
audio_song/Actor_10/03-02-01-01-01-01-10.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-01-01-01-02-10.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-01-01-02-01-10.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-01-01-02-02-10.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-02-01-01-01-10.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-02-01-01-02-10.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-02-01-02-01-10.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-02-01-02-02-10.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-02-02-01-01-10.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-02-02-01-02-10.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-02-02-02-01-10.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-02-02-02-02-10.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-03-01-01-01-10.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-03-01-01-02-10.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-03-01-02-01-10.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-03-01-02-02-10.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-03-02-01-01-10.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-03-02-01-02-10.wav,audio-only,song,happy,strong,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-03-02-02-01-10.wav,audio-only,song,happy,strong,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-03-02-02-02-10.wav,audio-only,song,happy,strong,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-04-01-01-01-10.wav,audio-only,song,sad,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-04-01-01-02-10.wav,audio-only,song,sad,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-04-01-02-01-10.wav,audio-only,song,sad,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-04-01-02-02-10.wav,audio-only,song,sad,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-04-02-01-01-10.wav,audio-only,song,sad,strong,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-04-02-01-02-10.wav,audio-only,song,sad,strong,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-04-02-02-01-10.wav,audio-only,song,sad,strong,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-04-02-02-02-10.wav,audio-only,song,sad,strong,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-05-01-01-01-10.wav,audio-only,song,angry,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-05-01-01-02-10.wav,audio-only,song,angry,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-05-01-02-01-10.wav,audio-only,song,angry,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-05-01-02-02-10.wav,audio-only,song,angry,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-05-02-01-01-10.wav,audio-only,song,angry,strong,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-05-02-01-02-10.wav,audio-only,song,angry,strong,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-05-02-02-01-10.wav,audio-only,song,angry,strong,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-05-02-02-02-10.wav,audio-only,song,angry,strong,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-06-01-01-01-10.wav,audio-only,song,fearful,normal,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-06-01-01-02-10.wav,audio-only,song,fearful,normal,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-06-01-02-01-10.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-06-01-02-02-10.wav,audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_10/03-02-06-02-01-01-10.wav,audio-only,song,fearful,strong,Kids are talking by the door,1st,10,Female
audio_song/Actor_10/03-02-06-02-01-02-10.wav,audio-only,song,fearful,strong,Kids are talking by the door,2nd,10,Female
audio_song/Actor_10/03-02-06-02-02-01-10.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,1st,10,Female
audio_song/Actor_10/03-02-06-02-02-02-10.wav,audio-only,song,fearful,strong,Dogs are sitting by the door,2nd,10,Female
audio_song/Actor_11/03-02-01-01-01-01-11.wav,audio-only,song,neutral,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-01-01-01-02-11.wav,audio-only,song,neutral,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-01-01-02-01-11.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-01-01-02-02-11.wav,audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-02-01-01-01-11.wav,audio-only,song,calm,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-02-01-01-02-11.wav,audio-only,song,calm,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-02-01-02-01-11.wav,audio-only,song,calm,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-02-01-02-02-11.wav,audio-only,song,calm,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-02-02-01-01-11.wav,audio-only,song,calm,strong,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-02-02-01-02-11.wav,audio-only,song,calm,strong,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-02-02-02-01-11.wav,audio-only,song,calm,strong,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-02-02-02-02-11.wav,audio-only,song,calm,strong,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-03-01-01-01-11.wav,audio-only,song,happy,normal,Kids are talking by the door,1st,11,Male
audio_song/Actor_11/03-02-03-01-01-02-11.wav,audio-only,song,happy,normal,Kids are talking by the door,2nd,11,Male
audio_song/Actor_11/03-02-03-01-02-01-11.wav,audio-only,song,happy,normal,Dogs are sitting by the door,1st,11,Male
audio_song/Actor_11/03-02-03-01-02-02-11.wav,audio-only,song,happy,normal,Dogs are sitting by the door,2nd,11,Male
audio_song/Actor_11/03-02-03-02-01-01-11.wav,audio-only,song,happy,strong,Kids are talking by the door,1st,11,Male
