relative path,actor,word,emotion,gender
OAF_seize_neutral.wav,OAF,seize,neutral,female
OAF_bath_sad.wav,OAF,bath,sad,female
OAF_nag_ps.wav,OAF,nag,ps,female
YAF_have_happy.wav,YAF,have,happy,female
YAF_size_ps.wav,YAF,size,ps,female
OAF_gap_ps.wav,OAF,gap,ps,female
YAF_peg_angry.wav,YAF,peg,angry,female
YAF_perch_fear.wav,YAF,perch,fear,female
OAF_cause_ps.wav,OAF,cause,ps,female
YAF_raid_happy.wav,YAF,raid,happy,female
OAF_neat_happy.wav,OAF,neat,happy,female
YAF_life_angry.wav,YAF,life,angry,female
YAF_search_ps.wav,YAF,search,ps,female
YAF_bar_sad.wav,YAF,bar,sad,female
OAF_neat_fear.wav,OAF,neat,fear,female
OAF_young_sad.wav,OAF,young,sad,female
OAF_pain_happy.wav,OAF,pain,happy,female
YAF_beg_disgust.wav,YAF,beg,disgust,female
YAF_rough_neutral.wav,YAF,rough,neutral,female
OAF_mop_neutral.wav,OAF,mop,neutral,female
YAF_beg_ps.wav,YAF,beg,ps,female
OAF_hire_disgust.wav,OAF,hire,disgust,female
OAF_merge_neutral.wav,OAF,merge,neutral,female
YAF_choice_disgust.wav,YAF,choice,disgust,female
OAF_tip_angry.wav,OAF,tip,angry,female
OAF_tip_disgust.wav,OAF,tip,disgust,female
OAF_boat_disgust.wav,OAF,boat,disgust,female
OAF_goal_neutral.wav,OAF,goal,neutral,female
OAF_late_happy.wav,OAF,late,happy,female
YAF_pain_sad.wav,YAF,pain,sad,female
OAF_lid_sad.wav,OAF,lid,sad,female
YAF_calm_neutral.wav,YAF,calm,neutral,female
OAF_phone_happy.wav,OAF,phone,happy,female
OAF_numb_neutral.wav,OAF,numb,neutral,female
OAF_loaf_ps.wav,OAF,loaf,ps,female
OAF_turn_fear.wav,OAF,turn,fear,female
YAF_lore_sad.wav,YAF,lore,sad,female
OAF_chat_disgust.wav,OAF,chat,disgust,female
YAF_five_happy.wav,YAF,five,happy,female
YAF_lose_sad.wav,YAF,lose,sad,female
OAF_pike_neutral.wav,OAF,pike,neutral,female
OAF_dead_disgust.wav,OAF,dead,disgust,female
YAF_size_neutral.wav,YAF,size,neutral,female
OAF_when_disgust.wav,OAF,when,disgust,female
OAF_merge_angry.wav,OAF,merge,angry,female
OAF_shirt_neutral.wav,OAF,shirt,neutral,female
OAF_shirt_ps.wav,OAF,shirt,ps,female
OAF_tell_sad.wav,OAF,tell,sad,female
YAF_chair_ps.wav,YAF,chair,ps,female
OAF_thought_happy.wav,OAF,thought,happy,female
OAF_back_neutral.wav,OAF,back,neutral,female
OAF_judge_ps.wav,OAF,judge,ps,female
YAF_late_fear.wav,YAF,late,fear,female
OAF_rush_angry.wav,OAF,rush,angry,female
OAF_note_happy.wav,OAF,note,happy,female
YAF_hit_disgust.wav,YAF,hit,disgust,female
OAF_name_neutral.wav,OAF,name,neutral,female
OAF_sour_neutral.wav,OAF,sour,neutral,female
YAF_dog_fear.wav,YAF,dog,fear,female
YAF_tip_sad.wav,YAF,tip,sad,female
YAF_phone_fear.wav,YAF,phone,fear,female
YAF_vote_neutral.wav,YAF,vote,neutral,female
YAF_base_ps.wav,YAF,base,ps,female
OAF_lore_ps.wav,OAF,lore,ps,female
YAF_check_ps.wav,YAF,check,ps,female
OAF_luck_angry.wav,OAF,luck,angry,female
YAF_came_fear.wav,YAF,came,fear,female
YAF_date_happy.wav,YAF,date,happy,female
OAF_back_fear.wav,OAF,back,fear,female
YAF_king_ps.wav,YAF,king,ps,female
OAF_burn_angry.wav,OAF,burn,angry,female
YAF_sure_angry.wav,YAF,sure,angry,female
YAF_week_neutral.wav,YAF,week,neutral,female
YAF_bought_sad.wav,YAF,bought,sad,female
OAF_road_ps.wav,OAF,road,ps,female
OAF_ripe_happy.wav,OAF,ripe,happy,female
YAF_hole_disgust.wav,YAF,hole,disgust,female
YAF_bath_ps.wav,YAF,bath,ps,female
YAF_cool_neutral.wav,YAF,cool,neutral,female
OAF_voice_angry.wav,OAF,voice,angry,female
YAF_lose_happy.wav,YAF,lose,happy,female
YAF_time_disgust.wav,YAF,time,disgust,female
YAF_life_sad.wav,YAF,life,sad,female
OAF_mouse_neutral.wav,OAF,mouse,neutral,female
YAF_have_fear.wav,YAF,have,fear,female
OAF_ton_neutral.wav,OAF,ton,neutral,female
YAF_beg_happy.wav,YAF,beg,happy,female
YAF_join_angry.wav,YAF,join,angry,female
YAF_room_angry.wav,YAF,room,angry,female
YAF_bone_neutral.wav,YAF,bone,neutral,female
YAF_dodge_sad.wav,YAF,dodge,sad,female
YAF_five_disgust.wav,YAF,five,disgust,female
YAF_vote_angry.wav,YAF,vote,angry,female
OAF_rose_ps.wav,OAF,rose,ps,female
OAF_match_angry.wav,OAF,match,angry,female
OAF_knock_angry.wav,OAF,knock,angry,female
OAF_keg_ps.wav,OAF,keg,ps,female
OAF_pearl_disgust.wav,OAF,pearl,disgust,female
OAF_search_angry.wav,OAF,search,angry,female
YAF_sheep_disgust.wav,YAF,sheep,disgust,female
YAF_half_disgust.wav,YAF,half,disgust,female
YAF_wheat_fear.wav,YAF,wheat,fear,female
OAF_date_fear.wav,OAF,date,fear,female
OAF_laud_sad.wav,OAF,laud,sad,female
OAF_have_angry.wav,OAF,have,angry,female
YAF_turn_neutral.wav,YAF,turn,neutral,female
YAF_note_ps.wav,YAF,note,ps,female
YAF_thumb_sad.wav,YAF,thumb,sad,female
OAF_long_neutral.wav,OAF,long,neutral,female
YAF_chair_happy.wav,YAF,chair,happy,female
YAF_long_ps.wav,YAF,long,ps,female
YAF_book_fear.wav,YAF,book,fear,female
OAF_pool_neutral.wav,OAF,pool,neutral,female
OAF_pain_disgust.wav,OAF,pain,disgust,female
OAF_mob_disgust.wav,OAF,mob,disgust,female
YAF_gaze_fear.wav,YAF,gaze,fear,female
OAF_chief_angry.wav,OAF,chief,angry,female
OAF_moon_neutral.wav,OAF,moon,neutral,female
YAF_raid_sad.wav,YAF,raid,sad,female
YAF_pick_ps.wav,YAF,pick,ps,female
YAF_fall_angry.wav,YAF,fall,angry,female
OAF_live_fear.wav,OAF,live,fear,female
YAF_juice_neutral.wav,YAF,juice,neutral,female
OAF_ditch_disgust.wav,OAF,ditch,disgust,female
YAF_dab_fear.wav,YAF,dab,fear,female
OAF_should_angry.wav,OAF,should,angry,female
YAF_nice_ps.wav,YAF,nice,ps,female
OAF_limb_sad.wav,OAF,limb,sad,female
OAF_tape_angry.wav,OAF,tape,angry,female
YAF_white_sad.wav,YAF,white,sad,female
YAF_ditch_angry.wav,YAF,ditch,angry,female
YAF_talk_angry.wav,YAF,talk,angry,female
OAF_dog_angry.wav,OAF,dog,angry,female
YAF_thumb_ps.wav,YAF,thumb,ps,female
YAF_bite_angry.wav,YAF,bite,angry,female
YAF_mess_angry.wav,YAF,mess,angry,female
YAF_hush_disgust.wav,YAF,hush,disgust,female
OAF_merge_ps.wav,OAF,merge,ps,female
YAF_doll_sad.wav,YAF,doll,sad,female
OAF_keep_disgust.wav,OAF,keep,disgust,female
OAF_lot_happy.wav,OAF,lot,happy,female
YAF_lease_sad.wav,YAF,lease,sad,female
OAF_mode_fear.wav,OAF,mode,fear,female
OAF_keg_neutral.wav,OAF,keg,neutral,female
YAF_jar_fear.wav,YAF,jar,fear,female
OAF_make_angry.wav,OAF,make,angry,female
OAF_live_neutral.wav,OAF,live,neutral,female
OAF_mess_sad.wav,OAF,mess,sad,female
YAF_whip_disgust.wav,YAF,whip,disgust,female
OAF_kick_disgust.wav,OAF,kick,disgust,female
YAF_fat_sad.wav,YAF,fat,sad,female
YAF_pick_disgust.wav,YAF,pick,disgust,female
OAF_sail_sad.wav,OAF,sail,sad,female
YAF_pad_fear.wav,YAF,pad,fear,female
OAF_south_angry.wav,OAF,south,angry,female
YAF_voice_disgust.wav,YAF,voice,disgust,female
YAF_dead_happy.wav,YAF,dead,happy,female
YAF_match_sad.wav,YAF,match,sad,female
YAF_pad_neutral.wav,YAF,pad,neutral,female
YAF_rose_sad.wav,YAF,rose,sad,female
OAF_ring_angry.wav,OAF,ring,angry,female
YAF_wag_sad.wav,YAF,wag,sad,female
YAF_met_ps.wav,YAF,met,ps,female
YAF_jar_disgust.wav,YAF,jar,disgust,female
YAF_doll_angry.wav,YAF,doll,angry,female
OAF_name_ps.wav,OAF,name,ps,female
OAF_wag_disgust.wav,OAF,wag,disgust,female
YAF_tell_neutral.wav,YAF,tell,neutral,female
OAF_gap_angry.wav,OAF,gap,angry,female
OAF_raise_disgust.wav,OAF,raise,disgust,female
YAF_name_happy.wav,YAF,name,happy,female
YAF_read_sad.wav,YAF,read,sad,female
OAF_shack_neutral.wav,OAF,shack,neutral,female
YAF_rain_neutral.wav,YAF,rain,neutral,female
YAF_numb_disgust.wav,YAF,numb,disgust,female
OAF_rush_ps.wav,OAF,rush,ps,female
YAF_chat_neutral.wav,YAF,chat,neutral,female
OAF_whip_fear.wav,OAF,whip,fear,female
OAF_ring_ps.wav,OAF,ring,ps,female
YAF_bone_sad.wav,YAF,bone,sad,female
YAF_road_sad.wav,YAF,road,sad,female
YAF_love_fear.wav,YAF,love,fear,female
OAF_lore_fear.wav,OAF,lore,fear,female
YAF_dead_neutral.wav,YAF,dead,neutral,female
YAF_pike_disgust.wav,YAF,pike,disgust,female
OAF_young_angry.wav,OAF,young,angry,female
OAF_calm_disgust.wav,OAF,calm,disgust,female
OAF_mob_happy.wav,OAF,mob,happy,female
OAF_bought_neutral.wav,OAF,bought,neutral,female
OAF_tell_angry.wav,OAF,tell,angry,female
OAF_rag_fear.wav,OAF,rag,fear,female
OAF_bar_disgust.wav,OAF,bar,disgust,female
YAF_judge_angry.wav,YAF,judge,angry,female
YAF_back_disgust.wav,YAF,back,disgust,female
OAF_lease_disgust.wav,OAF,lease,disgust,female
OAF_size_disgust.wav,OAF,size,disgust,female
YAF_when_neutral.wav,YAF,when,neutral,female
YAF_tool_fear.wav,YAF,tool,fear,female
YAF_mob_ps.wav,YAF,mob,ps,female
OAF_rot_disgust.wav,OAF,rot,disgust,female
YAF_hire_neutral.wav,YAF,hire,neutral,female
OAF_fat_ps.wav,OAF,fat,ps,female
OAF_kite_fear.wav,OAF,kite,fear,female
YAF_mess_ps.wav,YAF,mess,ps,female
OAF_fall_fear.wav,OAF,fall,fear,female
OAF_cool_fear.wav,OAF,cool,fear,female
OAF_sell_angry.wav,OAF,sell,angry,female
OAF_kick_angry.wav,OAF,kick,angry,female
YAF_boat_neutral.wav,YAF,boat,neutral,female
YAF_sub_angry.wav,YAF,sub,angry,female
YAF_tire_angry.wav,YAF,tire,angry,female
YAF_goal_disgust.wav,YAF,goal,disgust,female
YAF_goose_angry.wav,YAF,goose,angry,female
YAF_fat_neutral.wav,YAF,fat,neutral,female
OAF_puff_happy.wav,OAF,puff,happy,female
OAF_bone_disgust.wav,OAF,bone,disgust,female
YAF_fit_disgust.wav,YAF,fit,disgust,female
OAF_dime_fear.wav,OAF,dime,fear,female
OAF_time_neutral.wav,OAF,time,neutral,female
YAF_pole_happy.wav,YAF,pole,happy,female
OAF_jug_angry.wav,OAF,jug,angry,female
OAF_tell_fear.wav,OAF,tell,fear,female
OAF_lean_happy.wav,OAF,lean,happy,female
YAF_phone_neutral.wav,YAF,phone,neutral,female
YAF_cheek_disgust.wav,YAF,cheek,disgust,female
OAF_rough_happy.wav,OAF,rough,happy,female
OAF_tip_ps.wav,OAF,tip,ps,female
YAF_rot_ps.wav,YAF,rot,ps,female
OAF_dog_disgust.wav,OAF,dog,disgust,female
YAF_gun_happy.wav,YAF,gun,happy,female
YAF_hit_angry.wav,YAF,hit,angry,female
OAF_youth_angry.wav,OAF,youth,angry,female
YAF_loaf_happy.wav,YAF,loaf,happy,female
OAF_five_neutral.wav,OAF,five,neutral,female
OAF_sub_disgust.wav,OAF,sub,disgust,female
YAF_cab_fear.wav,YAF,cab,fear,female
OAF_vote_disgust.wav,OAF,vote,disgust,female
YAF_yearn_happy.wav,YAF,yearn,happy,female
YAF_came_happy.wav,YAF,came,happy,female
YAF_witch_ps.wav,YAF,witch,ps,female
YAF_pass_angry.wav,YAF,pass,angry,female
OAF_doll_ps.wav,OAF,doll,ps,female
YAF_name_disgust.wav,YAF,name,disgust,female
YAF_sour_disgust.wav,YAF,sour,disgust,female
OAF_rag_neutral.wav,OAF,rag,neutral,female
OAF_hole_neutral.wav,OAF,hole,neutral,female
OAF_which_happy.wav,OAF,which,happy,female
OAF_pass_ps.wav,OAF,pass,ps,female
OAF_shawl_sad.wav,OAF,shawl,sad,female
YAF_death_ps.wav,YAF,death,ps,female
YAF_good_sad.wav,YAF,good,sad,female
YAF_shout_disgust.wav,YAF,shout,disgust,female
OAF_soap_fear.wav,OAF,soap,fear,female
OAF_cool_disgust.wav,OAF,cool,disgust,female
YAF_hit_sad.wav,YAF,hit,sad,female
OAF_hole_angry.wav,OAF,hole,angry,female
OAF_week_disgust.wav,OAF,week,disgust,female
OAF_door_ps.wav,OAF,door,ps,female
OAF_hurl_happy.wav,OAF,hurl,happy,female
YAF_kill_sad.wav,YAF,kill,sad,female
OAF_long_angry.wav,OAF,long,angry,female
OAF_witch_fear.wav,OAF,witch,fear,female
OAF_wheat_neutral.wav,OAF,wheat,neutral,female
YAF_pain_neutral.wav,YAF,pain,neutral,female
YAF_match_disgust.wav,YAF,match,disgust,female
YAF_walk_ps.wav,YAF,walk,ps,female
YAF_moon_disgust.wav,YAF,moon,disgust,female
YAF_laud_happy.wav,YAF,laud,happy,female
YAF_live_happy.wav,YAF,live,happy,female
YAF_yearn_fear.wav,YAF,yearn,fear,female
OAF_hush_neutral.wav,OAF,hush,neutral,female
OAF_cool_angry.wav,OAF,cool,angry,female
YAF_judge_sad.wav,YAF,judge,sad,female
OAF_long_fear.wav,OAF,long,fear,female
YAF_shout_happy.wav,YAF,shout,happy,female
OAF_gin_sad.wav,OAF,gin,sad,female
OAF_jail_happy.wav,OAF,jail,happy,female
OAF_nag_sad.wav,OAF,nag,sad,female
OAF_turn_disgust.wav,OAF,turn,disgust,female
YAF_boat_sad.wav,YAF,boat,sad,female
YAF_which_neutral.wav,YAF,which,neutral,female
YAF_perch_sad.wav,YAF,perch,sad,female
YAF_week_fear.wav,YAF,week,fear,female
OAF_reach_fear.wav,OAF,reach,fear,female
OAF_far_disgust.wav,OAF,far,disgust,female
OAF_raise_sad.wav,OAF,raise,sad,female
OAF_half_neutral.wav,OAF,half,neutral,female
OAF_perch_neutral.wav,OAF,perch,neutral,female
OAF_mess_fear.wav,OAF,mess,fear,female
YAF_wheat_happy.wav,YAF,wheat,happy,female
YAF_shout_ps.wav,YAF,shout,ps,female
YAF_life_ps.wav,YAF,life,ps,female
OAF_sheep_ps.wav,OAF,sheep,ps,female
OAF_shout_fear.wav,OAF,shout,fear,female
YAF_pool_disgust.wav,YAF,pool,disgust,female
YAF_tough_happy.wav,YAF,tough,happy,female
OAF_chief_disgust.wav,OAF,chief,disgust,female
YAF_sub_sad.wav,YAF,sub,sad,female
YAF_tough_ps.wav,YAF,tough,ps,female
OAF_tire_sad.wav,OAF,tire,sad,female
OAF_vote_sad.wav,OAF,vote,sad,female
YAF_long_disgust.wav,YAF,long,disgust,female
OAF_chain_sad.wav,OAF,chain,sad,female
YAF_back_happy.wav,YAF,back,happy,female
OAF_tool_happy.wav,OAF,tool,happy,female
OAF_gin_disgust.wav,OAF,gin,disgust,female
YAF_cause_happy.wav,YAF,cause,happy,female
OAF_pick_neutral.wav,OAF,pick,neutral,female
YAF_dodge_happy.wav,YAF,dodge,happy,female
YAF_dip_happy.wav,YAF,dip,happy,female
YAF_learn_sad.wav,YAF,learn,sad,female
YAF_chief_sad.wav,YAF,chief,sad,female
OAF_soup_ps.wav,OAF,soup,ps,female
OAF_rain_disgust.wav,OAF,rain,disgust,female
YAF_numb_sad.wav,YAF,numb,sad,female
OAF_tire_ps.wav,OAF,tire,ps,female
OAF_reach_neutral.wav,OAF,reach,neutral,female
YAF_food_happy.wav,YAF,food,happy,female
OAF_page_ps.wav,OAF,page,ps,female
OAF_germ_angry.wav,OAF,germ,angry,female
OAF_live_sad.wav,OAF,live,sad,female
OAF_tell_disgust.wav,OAF,tell,disgust,female
OAF_room_ps.wav,OAF,room,ps,female
YAF_mill_happy.wav,YAF,mill,happy,female
YAF_gun_disgust.wav,YAF,gun,disgust,female
OAF_book_sad.wav,OAF,book,sad,female
OAF_lean_ps.wav,OAF,lean,ps,female
YAF_keen_happy.wav,YAF,keen,happy,female
YAF_chat_happy.wav,YAF,chat,happy,female
YAF_keep_neutral.wav,YAF,keep,neutral,female
OAF_sell_sad.wav,OAF,sell,sad,female
OAF_keen_fear.wav,OAF,keen,fear,female
YAF_shall_angry.wav,YAF,shall,angry,female
OAF_gun_ps.wav,OAF,gun,ps,female
YAF_kick_neutral.wav,YAF,kick,neutral,female
YAF_pole_sad.wav,YAF,pole,sad,female
YAF_met_happy.wav,YAF,met,happy,female
YAF_wag_angry.wav,YAF,wag,angry,female
OAF_jail_sad.wav,OAF,jail,sad,female
YAF_juice_angry.wav,YAF,juice,angry,female
YAF_pearl_fear.wav,YAF,pearl,fear,female
YAF_live_disgust.wav,YAF,live,disgust,female
OAF_whip_neutral.wav,OAF,whip,neutral,female
YAF_rain_happy.wav,YAF,rain,happy,female
OAF_hush_happy.wav,OAF,hush,happy,female
YAF_lease_angry.wav,YAF,lease,angry,female
OAF_shack_fear.wav,OAF,shack,fear,female
YAF_hole_happy.wav,YAF,hole,happy,female
OAF_shall_neutral.wav,OAF,shall,neutral,female
OAF_check_disgust.wav,OAF,check,disgust,female
OAF_burn_neutral.wav,OAF,burn,neutral,female
OAF_near_disgust.wav,OAF,near,disgust,female
YAF_hash_neutral.wav,YAF,hash,neutral,female
OAF_thumb_fear.wav,OAF,thumb,fear,female
YAF_soap_ps.wav,YAF,soap,ps,female
YAF_tough_fear.wav,YAF,tough,fear,female
OAF_phone_ps.wav,OAF,phone,ps,female
OAF_mouse_happy.wav,OAF,mouse,happy,female
YAF_sour_ps.wav,YAF,sour,ps,female
YAF_mode_neutral.wav,YAF,mode,neutral,female
OAF_bite_fear.wav,OAF,bite,fear,female
YAF_hate_disgust.wav,YAF,hate,disgust,female
YAF_gas_angry.wav,YAF,gas,angry,female
OAF_pass_happy.wav,OAF,pass,happy,female
OAF_dip_neutral.wav,OAF,dip,neutral,female
OAF_came_angry.wav,OAF,came,angry,female
YAF_raid_neutral.wav,YAF,raid,neutral,female
OAF_thumb_neutral.wav,OAF,thumb,neutral,female
OAF_make_neutral.wav,OAF,make,neutral,female
OAF_tire_neutral.wav,OAF,tire,neutral,female
OAF_kill_disgust.wav,OAF,kill,disgust,female
OAF_near_fear.wav,OAF,near,fear,female
YAF_yearn_ps.wav,YAF,yearn,ps,female
OAF_loaf_angry.wav,OAF,loaf,angry,female
YAF_cause_neutral.wav,YAF,cause,neutral,female
YAF_thought_disgust.wav,YAF,thought,disgust,female
YAF_hall_sad.wav,YAF,hall,sad,female
YAF_witch_disgust.wav,YAF,witch,disgust,female
OAF_white_angry.wav,OAF,white,angry,female
YAF_deep_neutral.wav,YAF,deep,neutral,female
OAF_wife_fear.wav,OAF,wife,fear,female
OAF_lot_neutral.wav,OAF,lot,neutral,female
YAF_lean_angry.wav,YAF,lean,angry,female
OAF_road_neutral.wav,OAF,road,neutral,female
YAF_chain_ps.wav,YAF,chain,ps,female
OAF_lean_disgust.wav,OAF,lean,disgust,female
YAF_chalk_happy.wav,YAF,chalk,happy,female
OAF_pole_angry.wav,OAF,pole,angry,female
OAF_luck_sad.wav,OAF,luck,sad,female
YAF_nag_disgust.wav,YAF,nag,disgust,female
OAF_red_fear.wav,OAF,red,fear,female
YAF_puff_angry.wav,YAF,puff,angry,female
YAF_shout_sad.wav,YAF,shout,sad,female
OAF_tire_happy.wav,OAF,tire,happy,female
OAF_mood_neutral.wav,OAF,mood,neutral,female
OAF_mess_neutral.wav,OAF,mess,neutral,female
YAF_kick_happy.wav,YAF,kick,happy,female
YAF_gin_fear.wav,YAF,gin,fear,female
OAF_rag_happy.wav,OAF,rag,happy,female
OAF_goal_ps.wav,OAF,goal,ps,female
OAF_five_fear.wav,OAF,five,fear,female
YAF_hurl_fear.wav,YAF,hurl,fear,female
YAF_sell_happy.wav,YAF,sell,happy,female
OAF_vote_fear.wav,OAF,vote,fear,female
YAF_keg_sad.wav,YAF,keg,sad,female
OAF_team_fear.wav,OAF,team,fear,female
OAF_join_ps.wav,OAF,join,ps,female
OAF_kite_disgust.wav,OAF,kite,disgust,female
YAF_cool_ps.wav,YAF,cool,ps,female
YAF_mouse_fear.wav,YAF,mouse,fear,female
OAF_soap_sad.wav,OAF,soap,sad,female
YAF_nice_disgust.wav,YAF,nice,disgust,female
OAF_peg_neutral.wav,OAF,peg,neutral,female
YAF_nice_fear.wav,YAF,nice,fear,female
OAF_seize_happy.wav,OAF,seize,happy,female
YAF_hall_disgust.wav,YAF,hall,disgust,female
OAF_ton_happy.wav,OAF,ton,happy,female
YAF_search_happy.wav,YAF,search,happy,female
OAF_puff_fear.wav,OAF,puff,fear,female
OAF_check_fear.wav,OAF,check,fear,female
YAF_shack_sad.wav,YAF,shack,sad,female
YAF_tell_happy.wav,YAF,tell,happy,female
YAF_young_neutral.wav,YAF,young,neutral,female
YAF_lore_disgust.wav,YAF,lore,disgust,female
OAF_take_disgust.wav,OAF,take,disgust,female
YAF_rot_fear.wav,YAF,rot,fear,female
OAF_tough_neutral.wav,OAF,tough,neutral,female
OAF_keen_sad.wav,OAF,keen,sad,female
YAF_hush_angry.wav,YAF,hush,angry,female
OAF_rain_angry.wav,OAF,rain,angry,female
YAF_rat_angry.wav,YAF,rat,angry,female
OAF_have_disgust.wav,OAF,have,disgust,female
YAF_death_neutral.wav,YAF,death,neutral,female
YAF_cheek_happy.wav,YAF,cheek,happy,female
OAF_bath_disgust.wav,OAF,bath,disgust,female
YAF_jail_neutral.wav,YAF,jail,neutral,female
OAF_germ_fear.wav,OAF,germ,fear,female
OAF_wife_neutral.wav,OAF,wife,neutral,female
OAF_cab_happy.wav,OAF,cab,happy,female
OAF_juice_fear.wav,OAF,juice,fear,female
OAF_base_neutral.wav,OAF,base,neutral,female
YAF_talk_disgust.wav,YAF,talk,disgust,female
OAF_rat_sad.wav,OAF,rat,sad,female
OAF_chat_angry.wav,OAF,chat,angry,female
OAF_keen_angry.wav,OAF,keen,angry,female
OAF_chain_happy.wav,OAF,chain,happy,female
OAF_long_sad.wav,OAF,long,sad,female
OAF_chalk_neutral.wav,OAF,chalk,neutral,female
OAF_check_happy.wav,OAF,check,happy,female
YAF_germ_ps.wav,YAF,germ,ps,female
OAF_page_disgust.wav,OAF,page,disgust,female
OAF_mill_angry.wav,OAF,mill,angry,female
OAF_jug_neutral.wav,OAF,jug,neutral,female
YAF_soap_neutral.wav,YAF,soap,neutral,female
YAF_read_disgust.wav,YAF,read,disgust,female
OAF_chair_sad.wav,OAF,chair,sad,female
YAF_germ_happy.wav,YAF,germ,happy,female
OAF_food_angry.wav,OAF,food,angry,female
YAF_rough_sad.wav,YAF,rough,sad,female
YAF_should_happy.wav,YAF,should,happy,female
OAF_met_disgust.wav,OAF,met,disgust,female
OAF_dodge_ps.wav,OAF,dodge,ps,female
YAF_life_neutral.wav,YAF,life,neutral,female
YAF_germ_neutral.wav,YAF,germ,neutral,female
OAF_dab_neutral.wav,OAF,dab,neutral,female
OAF_voice_ps.wav,OAF,voice,ps,female
YAF_perch_happy.wav,YAF,perch,happy,female
YAF_tool_angry.wav,YAF,tool,angry,female
YAF_gas_neutral.wav,YAF,gas,neutral,female
YAF_lot_fear.wav,YAF,lot,fear,female
YAF_kill_fear.wav,YAF,kill,fear,female
YAF_chalk_ps.wav,YAF,chalk,ps,female
OAF_back_angry.wav,OAF,back,angry,female
YAF_pearl_sad.wav,YAF,pearl,sad,female
YAF_red_sad.wav,YAF,red,sad,female
OAF_goose_neutral.wav,OAF,goose,neutral,female
YAF_ditch_ps.wav,YAF,ditch,ps,female
OAF_make_ps.wav,OAF,make,ps,female
OAF_third_neutral.wav,OAF,third,neutral,female
YAF_jug_fear.wav,YAF,jug,fear,female
YAF_bean_fear.wav,YAF,bean,fear,female
OAF_youth_disgust.wav,OAF,youth,disgust,female
YAF_calm_ps.wav,YAF,calm,ps,female
OAF_death_angry.wav,OAF,death,angry,female
YAF_bought_disgust.wav,YAF,bought,disgust,female
YAF_thumb_happy.wav,YAF,thumb,happy,female
OAF_yes_disgust.wav,OAF,yes,disgust,female
YAF_jail_angry.wav,YAF,jail,angry,female
YAF_such_disgust.wav,YAF,such,disgust,female
YAF_goose_sad.wav,YAF,goose,sad,female
OAF_sell_disgust.wav,OAF,sell,disgust,female
YAF_good_disgust.wav,YAF,good,disgust,female
YAF_cool_happy.wav,YAF,cool,happy,female
OAF_yes_happy.wav,OAF,yes,happy,female
OAF_make_fear.wav,OAF,make,fear,female
YAF_sail_disgust.wav,YAF,sail,disgust,female
OAF_late_ps.wav,OAF,late,ps,female
YAF_hole_fear.wav,YAF,hole,fear,female
OAF_rush_fear.wav,OAF,rush,fear,female
OAF_live_angry.wav,OAF,live,angry,female
YAF_young_fear.wav,YAF,young,fear,female
OAF_laud_angry.wav,OAF,laud,angry,female
YAF_learn_happy.wav,YAF,learn,happy,female
OAF_chalk_fear.wav,OAF,chalk,fear,female
YAF_haze_ps.wav,YAF,haze,ps,female
OAF_came_neutral.wav,OAF,came,neutral,female
OAF_gin_ps.wav,OAF,gin,ps,female
OAF_pearl_happy.wav,OAF,pearl,happy,female
YAF_chair_disgust.wav,YAF,chair,disgust,female
OAF_pad_happy.wav,OAF,pad,happy,female
YAF_long_happy.wav,YAF,long,happy,female
OAF_pool_ps.wav,OAF,pool,ps,female
YAF_thin_neutral.wav,YAF,thin,neutral,female
OAF_haze_sad.wav,OAF,haze,sad,female
YAF_white_neutral.wav,YAF,white,neutral,female
YAF_hurl_angry.wav,YAF,hurl,angry,female
YAF_red_ps.wav,YAF,red,ps,female
YAF_goose_neutral.wav,YAF,goose,neutral,female
YAF_match_happy.wav,YAF,match,happy,female
YAF_keen_disgust.wav,YAF,keen,disgust,female
OAF_youth_sad.wav,OAF,youth,sad,female
YAF_gin_sad.wav,YAF,gin,sad,female
YAF_knock_happy.wav,YAF,knock,happy,female
OAF_king_disgust.wav,OAF,king,disgust,female
YAF_mob_fear.wav,YAF,mob,fear,female
YAF_sail_fear.wav,YAF,sail,fear,female
YAF_take_sad.wav,YAF,take,sad,female
OAF_hush_fear.wav,OAF,hush,fear,female
YAF_third_neutral.wav,YAF,third,neutral,female
YAF_nag_sad.wav,YAF,nag,sad,female
YAF_youth_disgust.wav,YAF,youth,disgust,female
OAF_tire_fear.wav,OAF,tire,fear,female
YAF_base_happy.wav,YAF,base,happy,female
OAF_sub_sad.wav,OAF,sub,sad,female
YAF_tape_disgust.wav,YAF,tape,disgust,female
OAF_bite_disgust.wav,OAF,bite,disgust,female
OAF_dip_angry.wav,OAF,dip,angry,female
YAF_bought_angry.wav,YAF,bought,angry,female
OAF_such_happy.wav,OAF,such,happy,female
OAF_life_ps.wav,OAF,life,ps,female
YAF_back_sad.wav,YAF,back,sad,female
OAF_king_fear.wav,OAF,king,fear,female
OAF_shawl_ps.wav,OAF,shawl,ps,female
OAF_chalk_sad.wav,OAF,chalk,sad,female
YAF_team_disgust.wav,YAF,team,disgust,female
YAF_sail_angry.wav,YAF,sail,angry,female
YAF_sure_disgust.wav,YAF,sure,disgust,female
OAF_bought_ps.wav,OAF,bought,ps,female
YAF_voice_sad.wav,YAF,voice,sad,female
OAF_walk_ps.wav,OAF,walk,ps,female
YAF_size_angry.wav,YAF,size,angry,female
